item_id,item_name,quantity,item_category_id,shop_id
16944,ПЕНА ДНЕЙ (регион),163,40,25
16945,ПЕНЕЛОПА КРУС (ТОМ 1) (регион),112,40,19
16946,ПЕПЕЛ  1-10 серии,152,40,44
16947,ПЕПЕЛ  1-5 серии,215,40,25
16948,ПЕПЕЛ  6-10 серии,36,40,25
16949,ПЕППИ ДЛИННЫЙ ЧУЛОК (Регион),163,40,31
16950,ПЕППИ ДЛИННЫЙ ЧУЛОК Х/Ф (регион),159,40,24
16951,ПЕРВАЯ МИРОВАЯ  2DVD,191,40,31
16952,ПЕРВОЕ ВОСКРЕСЕНЬЕ (BD),201,37,15
16953,ПЕРВЫЙ МСТИТЕЛЬ,127,40,28
16954,ПЕРВЫЙ МСТИТЕЛЬ (3D BD),283,38,21
16955,ПЕРВЫЙ МСТИТЕЛЬ (BD),288,37,28
16956,ПЕРВЫЙ МСТИТЕЛЬ: ДРУГАЯ ВОЙНА,239,40,42
16957,ПЕРВЫЙ МСТИТЕЛЬ: ДРУГАЯ ВОЙНА (3D BD),296,38,42
16958,ПЕРВЫЙ МСТИТЕЛЬ: ДРУГАЯ ВОЙНА (BD),15,37,43
16959,ПЕРВЫЙ МСТИТЕЛЬ: ДРУГАЯ ВОЙНА (регион),21,40,31
16960,ПЕРВЫЙ РЫЦАРЬ (BD),73,37,57
16961,ПЕРЕВОДЧИК,294,40,26
16962,ПЕРЕВОДЧИЦА (BD),53,37,21
16963,ПЕРЕВОЗЧИК (сериал),83,40,35
16964,ПЕРЕВОЗЧИК 2 (BD),293,37,42
16965,ПЕРЕВОЗЧИК 3 (BD),132,37,42
16966,ПЕРЕГОВОРЩИК (регион),288,40,25
16967,ПЕРЕГОН (BD),49,37,25
16968,ПЕРЕЙТИ ЧЕРТУ  э. (BD),178,37,0
16969,ПЕРЕЙТИ ЧЕРТУ (BD),266,37,54
16970,ПЕРЕКРЕСТНЫЙ ОГОНЬ,282,40,28
16971,ПЕРЕКРЕСТОК МИЛЛЕРА (BD),199,37,25
16972,ПЕРЕЛОМ WB (BD),25,37,42
16973,ПЕРЕПОЛОХ НА РАЙОНЕ,42,40,27
16974,ПЕРЕПРАВА,231,40,54
16975,ПЕРЕПРАВА  Часть 1,196,40,42
16977,ПЕРЕПРАВА (BD),98,37,15
16978,ПЕРЕРОСТКИ (BD),224,37,0
16979,ПЕРЕРОСТКИ (DVD+BD),211,40,13
16980,ПЕРЛ-ХАРБОР,8,40,25
16981,ПЕРЛ-ХАРБОР (BD),52,37,37
16982,ПЕРЛ-ХАРБОР wd,281,40,25
16983,ПЕРСИ ДЖЕКСОН И МОРЕ ЧУДОВИЩ,257,40,25
16984,ПЕРСИ ДЖЕКСОН И МОРЕ ЧУДОВИЩ (3D BD+BD),55,38,25
16985,ПЕРСИ ДЖЕКСОН И МОРЕ ЧУДОВИЩ (BD),283,37,25
16986,ПЕРСИ ДЖЕКСОН И ПОХИТИТЕЛЬ МОЛНИЙ,281,40,24
16987,ПЕРСИ ДЖЕКСОН И ПОХИТИТЕЛЬ МОЛНИЙ (BD),245,37,25
16988,ПЕСНЬ МОРЯ,198,40,42
16989,ПЕСНЯРЫ  Через всю войну  2LP,215,58,6
16990,ПЕСОЧНЫЕ ЛЮДИ  Колесо - оба зрения,193,55,1
16991,ПЕСОЧНЫЙ ЧЕЛОВЕК,69,40,25
16992,ПЕТЛЮРА  Золотой альбом,71,55,54
16993,ПЕТЛЯ ВРЕМЕНИ,240,40,25
16994,ПЕТЛЯ ВРЕМЕНИ (BD),284,37,24
16995,ПЕТР ПЕРВЫЙ. ЗАВЕЩАНИЕ,277,40,37
16996,ПЕТР ПЕРВЫЙ. ЗАВЕЩАНИЕ (регион),138,40,54
16997,"ПЕТРОВКА, 38 (регион)",113,40,19
16998,ПЕТРОСОВ АРСЕН  Кайфуем!,180,55,28
16999,ПЕЧАТЬ ЦАРЯ СОЛОМОНА,11,40,50
17000,ПЕЧАТЬ ЦАРЯ СОЛОМОНА (регион),259,40,16
17001,ПЕЧКИ-ЛАВОЧКИ (регион),159,40,35
17002,ПЕЩЕРА ЗАБЫТЫХ СНОВ (3D BD),291,38,23
17003,ПЕЩЕРА ЗАБЫТЫХ СНОВ 3D,102,40,0
17004,ПИАНИНО (СР),197,40,57
17005,ПИК ДАНТЕ (BD),42,37,18
17006,ПИК ДАНТЕ (регион),162,40,1
17007,ПИКНИК  30 световых лет  3CD (фирм),249,55,19
17008,ПИКНИК  30 световых лет  Blu-Ray,282,59,25
17009,ПИКНИК  30 световых лет  DVD (фирм.),90,59,25
17010,ПИКНИК  Азбука Морзе  3CD (фирм.),240,55,52
17011,ПИКНИК  Большая игра  3CD (фирм),158,55,28
17012,ПИКНИК  Дым  LP,180,58,10
17013,ПИКНИК  Желтая серия  6LP,180,58,46
17014,ПИКНИК  Иероглиф  LP,112,58,10
17015,ПИКНИК  Красная серия  6LP,162,58,17
17016,ПИКНИК  Мракобесие и джаз,133,55,54
17017,ПИКНИК  Новая коллекция  1,93,55,24
17018,ПИКНИК  Новая коллекция  2,186,55,24
17019,ПИКНИК  Певец Декаданса  LP,21,58,25
17020,ПИКНИК  Певец Декаданса (фирм.),119,55,25
17021,ПИКНИК  Полная история  18CD (box),112,60,25
17022,ПИКНИК  Полная история  20CD+1DVD (box),267,60,42
17023,ПИКНИК  Синяя серия  6LP,192,58,53
17024,ПИКНИК  Театр абсурда,102,55,23
17025,ПИКНИК  Три судьбы (фирм.),28,55,0
17026,ПИКНИК  Чужестранец  LP,7,58,30
17027,ПИКНИК  Чужестранец (фирм.),255,55,4
17028,ПИКНИК  Чужой  LP,58,58,45
17029,ПИКНИК Железные Мантры Digipack DVD,114,59,6
17031,ПИКСЕЛИ,215,40,41
17032,ПИКСЕЛИ (BD),162,37,42
17033,"ПИЛА 2,3,4,5,6 (регион)",197,40,23
17034,ПИЛА-5,5,40,13
17035,ПИЛА: ЛОВУШКИ ОЖИВАЮТ,296,40,28
17036,ПИЛАТЕС: НАЧАЛЬНЫЙ УРОВЕНЬ,259,40,24
17037,ПИЛАТЕС: СРЕДНИЙ УРОВЕНЬ,281,40,47
17038,ПИЛАТЕС: Эффективное похудение,87,40,25
17039,ПИНА. ТАНЕЦ СТРАСТИ (DVD+3D BD),188,40,31
17040,ПИНА: ТАНЕЦ СТРАСТИ (3D BD),290,38,54
17041,ПИНГВИНЕНОК ЛОЛО И ЕГО ДРУЗЬЯ. сб/мф (регион),263,40,0
17042,ПИНГВИНЕНОК ПОРОРО. Выпуск 1,116,40,4
17043,ПИНГВИНЕНОК ПОРОРО. Выпуск 2,5,40,51
17044,ПИНГВИНЕНОК ПОРОРО. Выпуск 3,232,40,46
17045,ПИНГВИНЕНОК ПОРОРО. Выпуск 4,72,40,45
17046,ПИНГВИНЫ МАДАГАСКАРА,131,40,46
17047,ПИНГВИНЫ МАДАГАСКАРА (3D BD),266,38,47
17048,ПИНГВИНЫ МАДАГАСКАРА (BD),183,37,46
17049,ПИНГВИНЫ МИСТЕРА ПОППЕРА,197,40,4
17050,ПИНГВИНЫ МИСТЕРА ПОППЕРА  (регион),113,40,21
17051,ПИНГВИНЫ МИСТЕРА ПОППЕРА (BD),260,37,22
17052,ПИНОККИО М/Ф (BD),267,37,25
17053,ПИНОККИО М/Ф (регион),209,40,31
17054,ПИПЕЦ (в переводе Гоблина),226,40,41
17055,ПИПЕЦ 2,123,40,25
17056,ПИПЕЦ 2 (2BD),173,37,25
17057,ПИРАММИДА (регион),247,40,54
17058,ПИРАМММИДА (BD),104,37,25
17059,ПИРАНЬИ (3D BD),21,38,31
17060,ПИРАНЬИ 3D (регион),211,40,25
17061,ПИРАНЬИ 3DD (+очки в подарок),288,40,25
17062,ПИРАНЬИ 3DD (3D BD),12,38,28
17063,ПИРАТЫ КАРИБСКОГО МОРЯ  НА КРАЮ СВЕТА (регион),42,40,25
17064,ПИРАТЫ КАРИБСКОГО МОРЯ  НА СТРАННЫХ БЕРЕГАХ (регион),65,40,24
17065,ПИРАТЫ КАРИБСКОГО МОРЯ  ПРОКЛЯТИЕ ЧЕРНОЙ ЖЕМЧУЖИНЫ (регион),276,40,25
17066,ПИРАТЫ КАРИБСКОГО МОРЯ  СУНДУК МЕРТВЕЦА (регион),100,40,25
17067,ПИРАТЫ КАРИБСКОГО МОРЯ (КОЛЛ. 8 BD),156,41,19
17068,ПИРАТЫ КАРИБСКОГО МОРЯ (КОЛЛ. 8 DVD) wd,294,41,25
17069,ПИРАТЫ КАРИБСКОГО МОРЯ. НА СТРАННЫХ БЕРЕГАХ (3D BD),299,38,24
17070,ПИРАТЫ КАРИБСКОГО МОРЯ. НА СТРАННЫХ БЕРЕГАХ (BD),272,37,25
17071,ПИРАТЫ КАРИБСКОГО МОРЯ. ТРИЛОГИЯ (6 BD),280,37,25
17072,ПИРАТЫ КАРИБСКОГО МОРЯ: НА КРАЮ СВЕТА (BD+DVD),111,37,27
17073,ПИРАТЫ КАРИБСКОГО МОРЯ: НА КРАЮ СВЕТА wd,288,40,10
17074,ПИРАТЫ КАРИБСКОГО МОРЯ: НА СТРАННЫХ БЕРЕГАХ  wd,124,40,1
17075,ПИРАТЫ КАРИБСКОГО МОРЯ: На краю света (BD),254,37,25
17076,ПИРАТЫ КАРИБСКОГО МОРЯ: ПРОКЛЯТИЕ ЧЕРНОЙ ЖЕМЧУЖИНЫ (BD+DVD),239,37,25
17077,ПИРАТЫ КАРИБСКОГО МОРЯ: ПРОКЛЯТИЕ ЧЕРНОЙ ЖЕМЧУЖИНЫ wd,260,40,28
17078,ПИРАТЫ КАРИБСКОГО МОРЯ: Проклятие черной жемчужины (BD),40,37,37
17079,ПИРАТЫ КАРИБСКОГО МОРЯ: СУНДУК МЕРТВЕЦА (BD+DVD),154,37,25
17080,ПИРАТЫ КАРИБСКОГО МОРЯ: СУНДУК МЕРТВЕЦА wd,286,40,54
17081,ПИРАТЫ КАРИБСКОГО МОРЯ: Сундук мертвеца (BD),10,37,25
17082,ПИРАТЫ ХХ ВЕКА  (регион),182,40,24
17083,ПИРАТЫ: БАНДА НЕУДАЧНИКОВ,247,40,28
17084,ПИРАТЫ: БАНДА НЕУДАЧНИКОВ (3D BD),252,38,25
17085,ПИРАТЫ: БАНДА НЕУДАЧНИКОВ (BD),37,37,54
17086,ПИРАТЫ: БАНДА НЕУДАЧНИКОВ (регион),21,40,24
17087,ПИСЬМА К ДЖУЛЬЕТТЕ (BD),243,37,25
17088,ПИСЬМА С ИВОДЗИМЫ  (регион) WB,260,40,26
17089,ПИТЕР ПЭН (BD),118,37,25
17090,ПИТЕР ПЭН: ВОЗВРАЩЕНИЕ В НЕТЛАНДИЮ (BD),214,37,25
17091,ПИТЕР. ЛЕТО. ЛЮБОВЬ,274,40,25
17092,ПЛАКСА (BD),259,37,6
17093,ПЛАМЯ ЖИЗНИ,31,68,25
17094,ПЛАН Б (BD),57,37,57
17095,ПЛАН ИГРЫ  wd,152,40,25
17096,ПЛАН ПОБЕГА,146,40,26
17097,ПЛАН ПОБЕГА (BD),280,37,26
17098,ПЛАНЕТА 51 (BD),229,37,25
17099,ПЛАНЕТА 51 (Регион),249,40,27
17100,ПЛАНЕТА ЗЕМЛЯ,82,40,25
17101,ПЛАНЕТА ОБЕЗЬЯН (1967г) (BD),34,37,51
17102,ПЛАНЕТА ОБЕЗЬЯН (BD),284,37,25
17103,ПЛАНЕТА ОБЕЗЬЯН 1968/2001 (2BD),264,37,6
17104,ПЛАНЕТА ОБЕЗЬЯН: РЕВОЛЮЦИЯ,114,40,33
17105,ПЛАНЕТА ОБЕЗЬЯН: РЕВОЛЮЦИЯ (3D BD),107,38,34
17106,ПЛАНЕТА ОБЕЗЬЯН: РЕВОЛЮЦИЯ (BD),267,37,31
17107,ПЛАНЕТА ОБЕЗЬЯН: РЕВОЛЮЦИЯ+ВОССТАНИЕ ПЛАНЕТЫ ОБЕЗЬЯН (2BD),222,37,31
17108,ПЛАНЕТА ОБЕЗЬЯН: РЕВОЛЮЦИЯ+ВОССТАНИЕ ПЛАНЕТЫ ОБЕЗЬЯН (2DVD),77,40,31
17109,ПЛАНЕТА ОКЕАН,238,40,44
17110,ПЛАНЕТА ОКЕАН (BD),171,37,28
17111,ПЛАНЕТА СОКРОВИЩ м/ф (Регион),64,40,25
17112,ПЛАСТИК,159,40,28
17113,ПЛАСТИЛИНОВАЯ ВОРОНА  сб.м/ф (регион),109,40,31
17114,ПЛОДДИ СУПЕРГЕРОЙ,99,40,19
17115,ПЛОХАЯ КОМПАНИЯ wd,14,40,6
17116,ПЛОХАЯ МАМОЧКА,1,40,0
17118,ПЛУТОВСТВО (Регион),256,40,25
17119,ПЛЮС ОДИН (Регион),257,40,31
17120,ПО ВЕРСИИ БАРНИ (BD),110,37,29
17121,ПО ПРИЗНАКАМ СОВМЕСТИМОСТИ,167,40,25
17122,ПО СЕМЕЙНЫМ ОБСТОЯТЕЛЬСТВАМ  (регион),73,40,24
17123,ПО СЕМЕЙНЫМ ОБСТОЯТЕЛЬСТВАМ (rem.),246,40,25
17124,ПО СЕМЕЙНЫМ ОБСТОЯТЕЛЬСТВАМ (Регион),41,40,25
17125,ПО СЛЕДАМ ВЕЛИКИХ РУССКИХ ПУТЕШЕСТВЕННИКОВ,289,40,28
17126,ПО ЩУЧЬЕМУ ВЕЛЕНИЮ (регион),210,40,31
17127,ПОБЕГ,269,40,0
17128,ПОБЕГ ИЗ АЛЬКАТРАСА  (Регион),125,40,18
17129,ПОБЕГ ИЗ ШОУШЕНКА (регион),3,40,28
17130,ПОБЕГ С ПЛАНЕТЫ ЗЕМЛЯ,296,40,25
17131,ПОБЕГ С ПЛАНЕТЫ ЗЕМЛЯ (3D BD),116,38,25
17132,ПОБЕГ С ПЛАНЕТЫ ЗЕМЛЯ (BD),217,37,25
17133,ПОБЕГ С ПЛАНЕТЫ ЗЕМЛЯ (регион),37,40,29
17134,ПОБЕГ С ПЛАНЕТЫ ЗЕМЛЯ э (BD),0,37,28
17135,ПОБЕЖДАЯ ВРЕМЯ,229,40,42
17136,ПОБОЧНЫЙ ЭФФЕКТ,28,40,25
17137,ПОБОЧНЫЙ ЭФФЕКТ (регион),222,40,50
17138,ПОБУДЬ В МОЕЙ ШКУРЕ,78,40,31
17139,ПОВАЛИЙ ТАИСИЯ  Верю тебе,240,55,30
17140,ПОВАЛИЙ ТАИСИЯ  Наказаны любовью,215,55,16
17141,ПОВАР ДЛЯ ПРЕЗИДЕНТА,157,40,28
17142,ПОВАР НА КОЛЕСАХ,132,40,28
17143,ПОВЕЛИТЕЛИ САЛЕМА,178,40,30
17144,ПОВЕЛИТЕЛЬ БУРИ (BD),115,37,37
17145,ПОВЕЛИТЕЛЬ БУРИ (Регион),263,40,28
17146,ПОВЕЛИТЕЛЬ СТИХИЙ (BD),201,37,8
17147,ПОВЕЛИТЕЛЬ СТИХИЙ (ЗВЕЗДНАЯ ПЫЛЬ В ПОДАРОК),50,40,54
17148,ПОВЕЛИТЕЛЬ СТИХИЙ (регион),48,40,25
17149,ПОВТОРЯЮЩИЕ РЕАЛЬНОСТЬ,17,40,0
17150,ПОВТОРЯЮЩИЕ РЕАЛЬНОСТЬ (регион),176,40,41
17151,ПОГНАЛИ!,14,40,54
17152,ПОГНАЛИ! (BD),124,37,54
17153,ПОГНАЛИ! (регион),114,40,6
17154,ПОГОНЯ,144,40,25
17155,ПОГОНЯ (BD),92,37,0
17156,ПОГОНЯ (регион),168,40,41
17157,ПОД МАСКОЙ ЖИГОЛО,93,40,42
17158,ПОД ПРИКРЫТИЕМ,49,40,29
17159,ПОД ПРИКРЫТИЕМ (регион),235,40,57
17160,ПОД ПРИЦЕЛОМ (НД),220,40,37
17161,ПОД СОЛНЦЕМ ТОСКАНЫ wd,135,40,24
17162,ПОД ЭЛЕКТРИЧЕСКИМИ ОБЛАКАМИ,238,40,42
17163,ПОДАРОК НА РОЖДЕСТВО (BD),103,37,25
17164,ПОДАРОК С ХАРАКТЕРОМ,113,40,42
17165,ПОДАРОК С ХАРАКТЕРОМ (BD),118,37,42
17166,ПОДВОДНАЯ БРАТВА (регион),85,40,28
17167,ПОДДУБНЫЙ,63,40,42
17168,ПОДДУБНЫЙ (BD),132,37,42
17169,ПОДЗЕМЕЛЬЕ ДРАКОНОВ 2:Источник могущества (BD),151,37,6
17170,ПОДЗЕМЕЛЬЕ ДРАКОНОВ 3. КНИГА ЗАКЛИНАНИЙ,276,40,25
17171,ПОДЗЕМКА (BD),30,37,43
17172,ПОДКИДЫШ (регион),13,40,25
17173,ПОДМЕНА (BD),32,37,25
17174,ПОДОЛЬСКАЯ НАТАЛЬЯ  Интуиция,112,55,10
17175,ПОДСТАВА (регион),42,40,6
17176,ПОЕЗД НА ЮМУ (BD),9,37,25
17177,ПОЖАРЫ,292,40,28
17178,ПОЖИРАТЕЛИ,37,40,21
17179,ПОЙМАЙ МЕНЯ ЕСЛИ СМОЖЕШЬ  (uni),238,40,44
17180,"ПОЙМАЙ МЕНЯ, ЕСЛИ СМОЖЕШЬ (регион)",67,40,25
17181,"ПОЙМАЙ ТОЛСТУХУ, ЕСЛИ СМОЖЕШЬ",75,40,27
17182,"ПОЙМАЙ ТОЛСТУХУ, ЕСЛИ СМОЖЕШЬ (BD)",33,37,27
17183,ПОКА НЕ СЫГРАЛ В ЯЩИК WB,277,40,54
17184,ПОКА НЕ СЫГРАЛ В ЯЩИК WB (регион),127,40,25
17185,ПОКА НОЧЬ НЕ РАЗЛУЧИТ,270,40,25
17186,ПОКА НОЧЬ НЕ РАЗЛУЧИТ (BD),146,37,43
17187,ПОКА ТЫ СПАЛ (BD),246,37,25
17188,ПОКА ТЫ СПАЛ wd,290,40,16
17189,ПОКАХОНТАС (BD),235,37,28
17190,ПОКАХОНТАС (регион),277,40,28
17191,ПОКАХОНТАС 2. ПУТЕШЕСТВИЕ В НОВЫЙ СВЕТ (BD),255,37,18
17192,ПОКАХОНТАС 2. ПУТЕШЕСТВИЕ В НОВЫЙ СВЕТ wd,262,40,25
17193,ПОКАХОНТАС 2: ПУТЕШЕСТВИЕ В НОВЫЙ СВЕТ (регион),195,40,28
17194,ПОКАХОНТАС wd,245,40,25
17195,ПОКЛОННИК,101,40,19
17196,ПОКЛОННИК (BD),214,37,21
17197,ПОКЛОННИЦА,36,40,30
17198,ПОКОРИТЕЛИ ВОЛН,287,40,47
17199,ПОКОРИТЕЛИ ВОЛН (регион),183,40,24
17200,ПОКРОВСКИЕ ВОРОТА (BD),252,37,30
17201,ПОКРОВСКИЕ ВОРОТА (rem),133,40,31
17202,ПОКРОВСКИЕ ВОРОТА (Регион),239,40,26
17203,ПОКРОВСКИЕ ВОРОТА (регион),232,40,23
17204,ПОЛ: СЕКРЕТНЫЙ МАТЕРАЛЬЧИК (BD),48,37,5
17205,ПОЛ: СЕКРЕТНЫЙ МАТЕРИАЛЬЧИК,96,40,25
17206,ПОЛ: СЕКРЕТНЫЙ МАТЕРИАЛЬЧИК (регион),76,40,0
17207,ПОЛЕТ НАВИГАТОРА,229,40,25
17208,ПОЛИЦИЯ МАЙАМИ.ОТДЕЛ НРАВОВ (BD),55,37,22
17209,ПОЛНАЯ КОЛЛЕКЦИЯ BLUE SKY (8DVD),205,41,21
17210,ПОЛНАЯ КОЛЛЕКЦИЯ БОРНА (4 BD),257,41,24
17211,ПОЛНОЕ ЗАТМЕНИЕ (Франция),178,40,13
17212,ПОЛНОЧЬ В ПАРИЖЕ,75,40,22
17213,ПОЛНОЧЬ В ПАРИЖЕ (BD),220,37,24
17214,ПОЛНЫЙ АБЗАЦ,127,40,27
17215,ПОЛНЫЙ АБЗАЦ (Регион),221,40,31
17216,ПОЛНЫЙ БЕСПРЕДЕЛ (BD),185,37,30
17217,ПОЛНЫЙ БЕСПРЕДЕЛ. КИНО БЕЗ ГРАНИЦ,210,40,30
17218,ПОЛОЗКОВА ВЕРА  Знак неравенства/Знак равенства  2CD (фирм.),207,55,2
17219,ПОЛОСАТЫЙ РЕЙС (BD),127,37,54
17220,ПОЛОСАТЫЙ РЕЙС (rem),101,40,15
17221,ПОЛОСАТЫЙ РЕЙС (регион),223,40,25
17222,ПОЛОТНО АНАТОЛИЙ  Избранное,150,55,25
17223,ПОЛОТНО АНАТОЛИЙ  Колечко  Легенды жанра,11,55,27
17224,"ПОЛОТНО АНАТОЛИЙ И КАРМАНОВ ФЕДОР  Поцелуй меня, удача",261,55,19
17225,ПОЛЬНА ЕВА  Поёт любовь,242,55,26
17226,ПОЛЯ,168,40,37
17227,ПОЛЯ (регион),189,40,0
17228,ПОЛЯРНЫЙ РЕЙС,141,40,25
17229,ПОЛЯРНЫЙ ЭКСПРЕСС WB (BD),300,37,31
17230,ПОЛЯРНЫЙ ЭКСПРЕСС WB (регион),52,40,23
17231,ПОМНИ ИМЯ СВОЕ (регион),94,40,23
17232,ПОМНИ МЕНЯ (BD),64,37,21
17233,ПОМПЕИ,206,40,26
17234,ПОМПЕИ (BD),56,37,26
17235,ПОМПЕИ (регион),138,40,31
17236,ПОМПЕИ э. (BD),77,37,25
17237,ПОП (BD),214,37,25
17238,ПОП (регион),149,40,25
17239,"ПОПАЛСЯ, КОТОРЫЙ КУСАЛСЯ! сб.м/ф (Регион)",38,40,6
17240,ПОРНОГРАФИЧЕСКИЕ СВЯЗИ,155,40,23
17241,ПОРОЧНАЯ СТРАСТЬ,110,40,24
17242,ПОРОЧНАЯ СТРАСТЬ (BD),204,37,25
17243,ПОРОЧНЫЕ ИГРЫ,297,40,57
17244,ПОРОЧНЫЕ ИГРЫ (BD),258,37,57
17245,ПОРТРЕТ В СУМЕРКАХ,58,40,31
17246,ПОРТРЕТ В СУМЕРКАХ (регион),225,40,24
17247,ПОСВЯЩЕННЫЙ,9,40,28
17248,ПОСВЯЩЕННЫЙ (BD),58,40,28
17249,ПОСЕЙДОН WB (BD),125,37,15
17250,ПОСЕЙДОН WB (регион),213,40,2
17251,ПОСЛАНИЕ В БУТЫЛКЕ (регион),150,40,19
17252,ПОСЛЕ ЛЮСИИ,91,40,32
17253,ПОСЛЕ НАШЕЙ ЭРЫ,194,40,41
17254,ПОСЛЕ НАШЕЙ ЭРЫ (BD),197,37,41
17255,ПОСЛЕ НАШЕЙ ЭРЫ (регион),291,40,28
17256,ПОСЛЕДНЕЕ ДЫХАНИЕ,126,40,28
17257,ПОСЛЕДНЕЕ ЗАВЕЩАНИЕ НОБЕЛЯ,168,40,1
17258,ПОСЛЕДНЕЕ ИЗГНАНИЕ ДЬЯВОЛА (BD),14,37,56
17259,ПОСЛЕДНЕЕ ИСКУШЕНИЕ ХРИСТА (BD),129,37,29
17260,ПОСЛЕДНЕЕ ЛЕТО ДЕТСТВА (регион),63,40,56
17261,ПОСЛЕДНИЕ РЫЦАРИ,217,40,22
17262,ПОСЛЕДНИЕ РЫЦАРИ (BD),118,37,37
17263,ПОСЛЕДНИЙ БОЙСКАУТ (регион),291,40,54
17264,ПОСЛЕДНИЙ БОЙСКАУТ WB (BD),286,37,15
17265,ПОСЛЕДНИЙ ДРАКОН. В ПОИСКАХ МАГИЧЕСКОЙ ЖЕМЧУЖИНЫ (регион),29,40,28
17266,ПОСЛЕДНИЙ КОРОЛЬ ШОТЛАНДИИ (BD),145,37,21
17267,ПОСЛЕДНИЙ НЕАНДЕРТАЛЕЦ,159,40,25
17268,"ПОСЛЕДНИЙ РЕЙС ""АЛЬБАТРОСА"" 1-2 серии а",273,40,54
17269,ПОСЛЕДНИЙ РУБЕЖ,59,40,28
17270,ПОСЛЕДНИЙ РУБЕЖ (BD),107,37,28
17271,ПОСЛЕДНИЙ САМУРАЙ WB,91,40,42
17272,ПОСЛЕДНИЙ САМУРАЙ WB (BD),121,37,27
17273,ПОСЛЕДНИЙ САМУРАЙ WB (регион),36,40,24
17274,ПОСЛЕДНЯЯ ВСТРЕЧА,257,40,16
17275,ПОСЛЕДНЯЯ ВЫСАДКА э.  (BD),95,37,1
17276,ПОСЛЕДНЯЯ ЛЮБОВЬ НА ЗЕМЛЕ,60,40,28
17277,ПОСЛЕДНЯЯ ЛЮБОВЬ НА ЗЕМЛЕ (регион),274,40,25
17278,ПОСЛЕДНЯЯ СКАЗКА РИТЫ (DVD+CD),13,40,24
17279,ПОСЛЕЗАВТРА (BD),224,37,46
17280,ПОСЫЛКА (Регион),161,40,25
17281,ПОТАП И НАСТЯ КАМЕНСКИХ  Всё пучком  CD+DVD (фирм.),259,55,25
17282,ПОТЕРПЕВШИЙ. КИНО БЕЗ ГРАНИЦ,292,40,25
17283,ПОТОМКИ,193,40,28
17284,ПОТОМКИ (BD),189,37,25
17285,ПОТРОШИТЕЛИ (BD),18,37,25
17286,ПОТРОШИТЕЛИ (Регион),77,40,2
17287,ПОТРОШИТЕЛИ (регион),185,40,27
17288,ПОТУСТОРОННЕЕ (регион),298,40,2
17289,ПОТУСТОРОННЕЕ WB,16,40,42
17290,ПОХИЩЕНИЕ ФРЕДДИ ХАЙНЕКЕНА,207,40,31
17291,ПОХИЩЕННАЯ,77,40,28
17292,ПОХОЖДЕНИЯ БРАВОГО СОЛДАТА ШВЕЙКА,72,40,29
17293,ПОХОЖДЕНИЯ ИМПЕРАТОРА/ ПОХОЖДЕНИЯ ИМПЕРАТОРА 2 (BD),76,37,30
17294,ПОЦЕЛУЙ НА УДАЧУ (BD),210,37,27
17295,ПОЦЕЛУЙЧИК (BD),258,37,15
17296,ПОЧТАЛЬОН ПЭТ,249,40,31
17297,ПОЧТАЛЬОН ПЭТ (3D BD),23,38,28
17298,ПОЧТИ ЗАМУЖЕМ,278,40,13
17299,ПОЭЗИЯ,80,40,25
17300,ПОЮЩИЕ СЕРДЦА  Листья закружат (digipack),104,55,0
17301,ПРАВИЛА ВИНОДЕЛОВ,208,40,15
17302,ПРАВИЛА ВИНОДЕЛОВ (BD),226,37,43
17303,"ПРАВО НА ""ЛЕВО""",8,40,28
17304,ПРАВО НА ЛЕВО (регион),112,40,28
17305,ПРАЗДНИК ВЗАПЕРТИ,237,40,19
17306,ПРАЗДНИК НОВОГОДНЕЙ ЁЛКИ (+мультфильм в подарок),77,40,43
17307,ПРЕВОСХОДСТВО БОРНА (BD),61,37,54
17308,ПРЕДЕЛ РИСКА,72,40,16
17309,ПРЕДЕЛ РИСКА (BD),233,37,37
17310,ПРЕДЛОЖЕНИЕ (BD),235,37,45
17311,ПРЕДЛОЖЕНИЕ (Регион),66,40,22
17312,ПРЕДЛОЖЕНИЕ /СНОВА ТЫ (2 DVD),8,40,46
17313,ПРЕДЛОЖЕНИЕ wd,119,40,25
17314,ПРЕДЛОЖЕНИЕ/КРАСОТКА (BD),233,37,6
17315,ПРЕЖДЕ ЧЕМ Я УСНУ,248,40,42
17316,ПРЕЖДЕ ЧЕМ Я УСНУ (BD),248,37,42
17317,ПРЕЗИДЕНТ ЛИНКОЛЬН: ОХОТНИК НА ВАМПИРОВ,31,40,25
17318,ПРЕЗИДЕНТ ЛИНКОЛЬН: ОХОТНИК НА ВАМПИРОВ (3D BD+BD),222,38,24
17319,ПРЕЗИДЕНТ ЛИНКОЛЬН: ОХОТНИК НА ВАМПИРОВ (BD),232,37,25
17320,ПРЕКРАСНЫЕ СОЗДАНИЯ,194,40,25
17321,ПРЕКРАСНЫЕ СОЗДАНИЯ (BD),137,37,54
17322,ПРЕСТИЖ (регион),128,40,25
17323,ПРЕСТИЖ WB (BD),212,37,19
17324,ПРЕСТУПЛЕНИЕ СЛАДОСТРАСТИЯ,244,40,28
17325,ПРИВЕТ ОТ КАТЮШИ,280,40,14
17326,"ПРИВЕТ, МНЕ ПОРА",297,40,54
17327,ПРИВИДЕНИЕ. OSCAR КОЛЛЕКЦИЯ,109,40,25
